"Env","Host","AGName","PrimaryReplica","ReplicaServer","Role","FailoverMode","AvailabilityMode","ReadableSecondary","SeedingMode","OperationalState","ConnectedState","SyncHealth","EndpointUrl","ListenerDNS","ListenerPort","ListenerIP","SubnetMask","PrefixLength","ListenerState","DatabaseName","BackupPreference","DBFailoverOn","FailureCondition","HealthTimeoutSec","SourceInstance","Collected"
"QA","QSQL-02","AG-QA",,"qsql-02","PRIMARY","AUTOMATIC","SYNCHRONOUS_COMMIT","NO","AUTOMATIC","ONLINE","CONNECTED","HEALTHY","TCP://qsql-02.hvi.brown.edu:5022",,,,,,,"TESTDB","primary","True","3","30000",,"8/22/2025 3:32:46 PM"
"QA","QSQL-02","AG-QA",,"qsql-02","PRIMARY","AUTOMATIC","SYNCHRONOUS_COMMIT","NO","AUTOMATIC","ONLINE","CONNECTED","HEALTHY","TCP://qsql-02.hvi.brown.edu:5022",,,,,,,"VirtualManagerDB","primary","True","3","30000",,"8/22/2025 3:32:46 PM"
"QA","QSQL-04","AG-QA",,"qsql-04","SECONDARY","AUTOMATIC","SYNCHRONOUS_COMMIT","NO","AUTOMATIC","ONLINE","CONNECTED","HEALTHY","TCP://qsql-04.hvi.brown.edu:5022",,,,,,,"TESTDB","primary","True","3","30000",,"8/22/2025 3:32:46 PM"
"QA","QSQL-04","AG-QA",,"qsql-04","SECONDARY","AUTOMATIC","SYNCHRONOUS_COMMIT","NO","AUTOMATIC","ONLINE","CONNECTED","HEALTHY","TCP://qsql-04.hvi.brown.edu:5022",,,,,,,"VirtualManagerDB","primary","True","3","30000",,"8/22/2025 3:32:46 PM"
"QA","QSQL-06","AG-QA",,"qsql-06","SECONDARY","AUTOMATIC","SYNCHRONOUS_COMMIT","NO","AUTOMATIC","ONLINE","CONNECTED","HEALTHY","TCP://qsql-06.hvi.brown.edu:5022",,,,,,,"TESTDB","primary","True","3","30000",,"8/22/2025 3:32:46 PM"
"QA","QSQL-06","AG-QA",,"qsql-06","SECONDARY","AUTOMATIC","SYNCHRONOUS_COMMIT","NO","AUTOMATIC","ONLINE","CONNECTED","HEALTHY","TCP://qsql-06.hvi.brown.edu:5022",,,,,,,"VirtualManagerDB","primary","True","3","30000",,"8/22/2025 3:32:46 PM"
