"env","SourceInstance","Collected","windows_release","windows_sku","os_language_version","host_platform","host_distribution","host_release","host_service_pack_level"
"QA","QSQL-06","8/21/2025 12:33:31 PM","10.0","7","1033","Windows","Windows Server 2022 Standard","10.0",""
