"env","SourceInstance","Collected","InstanceName","MachineName","NetBIOS","InstanceNameOnly","ProductVersion","ProductLevel","Edition","IsClustered","HadrManagerStatus"
"QA","QSQL-06","8/21/2025 12:33:31 PM","qsql-06","qsql-06","QSQL-06","","16.0.1000.6","RTM","Enterprise Edition: Core-based Licensing (64-bit)","0","1"
