"env","SourceInstance","Collected","AGName","ReplicaServer","Role","FailoverMode","AvailabilityMode","ReadableSecondary","SeedingMode","OperationalState","ConnectedState","SyncHealth","EndpointUrl"
"QA","QSQL-06","8/21/2025 12:33:31 PM","AG-QA","qsql-06","SECONDARY","AUTOMATIC","SYNCHRONOUS_COMMIT","NO","AUTOMATIC","ONLINE","CONNECTED","HEALTHY","TCP://qsql-06.hvi.brown.edu:5022"
