"env","SourceInstance","Collected","member_name","member_type_desc","member_state_desc"
"QA","QSQL-06","8/21/2025 12:33:31 PM","qsql-02","CLUSTER_NODE","UP"
"QA","QSQL-06","8/21/2025 12:33:31 PM","qsql-06","CLUSTER_NODE","UP"
"QA","QSQL-06","8/21/2025 12:33:31 PM","qsql-04","CLUSTER_NODE","UP"
