"env","SourceInstance","Collected","AGName","ListenerDNS","ListenerPort","ListenerIP","SubnetMaskOrPrefix","StateDesc"
"QA","QSQL-06","8/21/2025 12:33:31 PM","AG-QA","QSQLCIT","1764","10.4.38.36","","ONLINE"
