"env","SourceInstance","Collected","AGName","BackupPreference","DBFailoverOn","FailureConditionLevel","HealthCheckTimeoutSec"
"QA","QSQL-06","8/21/2025 12:33:31 PM","AG-QA","primary","True","3","30000"
